datetime,actual_power,predicted_power,fused_corrected_wind,error,abs_error,corrected_ec_10m,weight_ec_10m,corrected_ec_70m,weight_ec_70m,corrected_gfs_10m,weight_gfs_10m,corrected_gfs_70m,weight_gfs_70m
2022-07-14 23:45:00,116.3102,53.07471004849187,6.41493375728496,-63.23548995150812,63.23548995150812,4.967653855213167,0.25,6.000432751893875,0.25,6.558441462663176,0.25,8.13320695936962,0.25
2022-07-15 00:00:00,111.2877,48.106634736397275,5.815040640863494,-63.181065263602726,63.181065263602726,5.183930695394922,0.25,6.725806589135435,0.25,5.126203485708853,0.25,6.224221793214765,0.25
2022-07-15 00:15:00,108.7764,45.245244900028624,5.892270577212883,-63.53115509997137,63.53115509997137,5.298738955184834,0.25,6.7397294930179354,0.25,4.850369809561026,0.25,6.680244051087738,0.25
2022-07-15 00:30:00,108.7764,46.00360112401824,5.912913484486667,-62.772798875981756,62.772798875981756,5.298738955184834,0.25,6.7397294930179354,0.25,5.10134743701677,0.25,6.51183805272713,0.25
2022-07-15 00:45:00,108.7764,46.00360112401824,6.025736614468606,-62.772798875981756,62.772798875981756,5.246789090296508,0.25,6.828771858150853,0.25,5.3723066781255255,0.25,6.6550788313015365,0.25
2022-07-15 01:00:00,108.7764,46.00360112401824,5.9418168472865425,-62.772798875981756,62.772798875981756,4.944241863660736,0.25,6.908792453523973,0.25,5.259154240659924,0.25,6.6550788313015365,0.25
2022-07-15 01:15:00,108.7764,43.399057974404926,5.745230365268565,-65.37734202559507,65.37734202559507,4.730156195985744,0.25,6.435726820416732,0.25,5.174513402433922,0.25,6.64052504223786,0.25
2022-07-15 01:30:00,108.7764,39.287579693021804,5.552134288682961,-69.4888203069782,69.4888203069782,4.905949017279922,0.25,5.895422606053503,0.25,4.986409213000971,0.25,6.420756318397447,0.25
2022-07-15 01:45:00,108.7764,37.29116946650262,5.578490191993616,-71.48523053349737,71.48523053349737,4.617343711695974,0.25,6.230667453033336,0.25,4.849181390472559,0.25,6.6167682127725955,0.25
2022-07-15 02:00:00,75.1319,39.83081951945312,5.719541559576952,-35.30108048054688,35.30108048054688,4.579498227131595,0.25,6.303251076786172,0.25,5.031789810471776,0.25,6.963627123918267,0.25
2022-07-15 02:15:00,7.8428,42.64070175041531,5.840167704185994,34.797901750415306,34.797901750415306,4.676417840071657,0.25,6.673727644326686,0.25,5.31138289820317,0.25,6.699142434142461,0.25
2022-07-15 02:30:00,3.2501,45.245244900028624,5.939628163601089,41.99514490002862,41.99514490002862,4.628283938766039,0.25,6.673727644326686,0.25,5.364861523743526,0.25,7.091639547568107,0.25
2022-07-15 02:45:00,0.8525,42.49943236756893,5.878329609555585,41.64693236756893,41.64693236756893,4.824663275924418,0.25,6.353291501888834,0.25,5.364861523743526,0.25,6.970502136665561,0.25
2022-07-15 03:00:00,0.0,42.5613725599563,5.748923551644278,42.5613725599563,42.5613725599563,5.043702664956908,0.25,6.309533526853034,0.25,5.164847398608243,0.25,6.477610616158929,0.25
2022-07-15 03:15:00,0.0,38.68716904708305,5.476696842832671,38.68716904708305,38.68716904708305,4.9653020663089285,0.25,6.278825993302963,0.25,4.971363052193906,0.25,5.6912962595248855,0.25
2022-07-15 03:30:00,0.0,34.55294617603081,5.394243379023279,34.55294617603081,34.55294617603081,4.977598310073664,0.25,6.278825993302963,0.25,4.757970614603315,0.25,5.5625785981131735,0.25
2022-07-15 03:45:00,0.0,30.859510300703818,5.161156887418707,30.859510300703818,30.859510300703818,4.91304558967618,0.25,5.623766766694597,0.25,4.457754856976663,0.25,5.650060336327385,0.25
2022-07-15 04:00:00,0.0,34.76579550323309,5.558876735481473,34.76579550323309,34.76579550323309,5.03908752486355,0.25,6.378944472838906,0.25,4.555951839702712,0.25,6.261523104520725,0.25
2022-07-15 04:15:00,0.0,38.21000577060423,5.633446158448597,38.21000577060423,38.21000577060423,5.015504852049341,0.25,6.857456699249969,0.25,4.5355749466128135,0.25,6.125248135882264,0.25
2022-07-15 04:30:00,0.0,37.635318009163,5.506364142790772,37.635318009163,37.635318009163,5.0222428924063065,0.25,6.319942098579149,0.25,4.55802344429537,0.25,6.125248135882264,0.25
2022-07-15 04:45:00,0.0,37.21184027604361,5.598352027159554,37.21184027604361,37.21184027604361,5.05022401087844,0.25,6.331085351110772,0.25,4.645422551403447,0.25,6.366676195245557,0.25
2022-07-15 05:00:00,0.0,37.21184027604361,5.532137876159203,37.21184027604361,37.21184027604361,4.650846745020905,0.25,6.311713949218556,0.25,4.807412772994874,0.25,6.358578037402476,0.25
2022-07-15 05:15:00,0.0,37.21184027604361,5.559674214795768,37.21184027604361,37.21184027604361,4.927179229500691,0.25,6.311713949218556,0.25,4.662701517508599,0.25,6.337102162955224,0.25
2022-07-15 05:30:00,0.0,39.75149032899411,5.721401661775445,39.75149032899411,39.75149032899411,4.812964552706988,0.25,7.160348160044594,0.25,4.575191771394976,0.25,6.337102162955224,0.25
2022-07-15 05:45:00,0.0,44.47623433428356,5.9048609057193095,44.47623433428356,44.47623433428356,5.0597386602661425,0.25,7.319992058004925,0.25,4.881134867203691,0.25,6.358578037402476,0.25
2022-07-15 06:00:00,0.5115,39.93138028009276,6.0663791475037865,39.41988028009276,39.41988028009276,5.63211096629762,0.25,7.421612722438967,0.25,4.931002292820284,0.25,6.280790608458277,0.25
