datetime,power,gfs_wind_speed_10m,gfs_wind_speed_70m
2021-05-10 23:45:00,35.2521,4.0058947,4.3610497
2021-05-11 00:00:00,31.8572,4.1896944,6.38615
2021-05-11 00:15:00,29.9842,4.155696,5.769799
2021-05-11 00:30:00,28.0635,4.0969024,4.611382
2021-05-11 00:45:00,26.1154,4.07441,4.110689
2021-05-11 01:00:00,24.1884,3.8941863,3.219664
2021-05-11 01:15:00,22.2929,3.7350519,3.2620897
2021-05-11 01:30:00,20.523,3.6650164,3.389314
2021-05-11 01:45:00,18.8671,3.2646008,3.0436664
2021-05-11 02:00:00,17.3139,3.0568297,2.6448166
2021-05-11 02:15:00,15.8666,2.833402,2.504801
2021-05-11 02:30:00,14.5058,2.679652,2.4355881
2021-05-11 02:45:00,13.221,3.040324,2.9734757
2021-05-11 03:00:00,12.009,4.313977,4.5233116
2021-05-11 03:15:00,10.8667,4.725402,5.1479983
2021-05-11 03:30:00,9.8373,4.9083757,5.403618
2021-05-11 03:45:00,8.9202,4.9038663,4.726498
2021-05-11 04:00:00,8.111,4.626188,4.5048084
2021-05-11 04:15:00,7.407,4.8004575,4.571673
2021-05-11 04:30:00,6.8272,5.0172153,4.834587
2021-05-11 04:45:00,6.3648,5.133105,5.506511
2021-05-11 05:00:00,6.0046,5.1919928,6.551002
2021-05-11 05:15:00,5.7426,5.29408,7.1487327
2021-05-11 05:30:00,5.5613,5.2703485,7.5041733
2021-05-11 05:45:00,5.4688,5.1950135,7.667874
2021-05-11 06:00:00,5.4639,5.126755,7.7879667
2021-05-11 06:15:00,5.5467,5.1339893,7.840512
2021-05-11 06:30:00,5.6543,5.2158136,8.009585
2021-05-11 06:45:00,5.7918,5.3450503,8.220707
2021-05-11 07:00:00,5.955,5.40176,8.263964
2021-05-11 07:15:00,6.1541,5.34095,8.122543
2021-05-11 07:30:00,6.3447,5.24075,7.8535395
2021-05-11 07:45:00,6.5418,5.1247005,7.47903
2021-05-11 08:00:00,6.7402,5.023323,6.8927073
2021-05-11 08:15:00,6.9453,4.6758604,6.078545
2021-05-11 08:30:00,7.1571,4.354672,4.8920875
2021-05-11 08:45:00,7.3809,3.6330085,4.0752206
2021-05-11 09:00:00,7.617,2.8315763,3.1661944
2021-05-11 09:15:00,7.8815,2.0359375,2.2632096
2021-05-11 09:30:00,8.1592,1.4004208,1.5355829
2021-05-11 09:45:00,8.4558,0.9828204,0.96929723
